Duration|Net Sales|Commision (in value)|Age|Agency|Agency Type|Distribution Channel|Product Name|Claim|Destination
59|21.0|0.0|36|7|1|1|10|0|119
45|26.0|0.0|36|7|1|1|1|0|23
278|71.0|0.0|31|7|1|1|10|0|20
10|26.0|9.1|69|9|0|1|8|0|7
7|19.8|11.88|49|6|1|1|16|0|129
5|25.0|16.25|82|11|1|1|18|0|119
9|28.0|0.0|44|7|1|1|1|0|119
17|0.0|47.52|31|6|1|1|16|0|3
8|13.5|3.38|27|2|0|1|9|0|109
66|80.0|0.0|43|7|1|1|10|0|129
34|112.5|28.13|28|2|0|1|17|1|109
22|20.0|0.0|36|7|1|1|0|0|53
6|25.0|0.0|36|7|1|1|0|0|73
38|59.4|35.64|31|6|1|1|16|0|90
22|20.0|0.0|36|7|1|1|0|0|109
104|74.0|0.0|36|7|1|1|1|0|126
61|0.0|23.76|65|6|1|1|16|0|73
44|23.0|0.0|36|7|1|1|1|0|49
18|39.0|9.75|31|2|0|1|17|0|109
51|30.0|10.5|48|9|0|1|8|0|119
10|26.0|9.1|18|9|0|1|8|0|49
20|21.0|0.0|33|7|1|1|10|0|129
18|21.0|0.0|36|7|1|1|10|0|109
59|43.0|0.0|36|7|1|1|1|0|3
20|0.0|17.82|32|6|1|1|16|0|3
76|28.0|0.0|21|7|1|1|1|0|63
24|15.0|6.0|74|12|0|1|25|0|16
5|68.0|0.0|36|7|1|1|0|0|90
29|16.0|4.0|29|2|0|1|9|0|109
3|20.0|0.0|68|7|1|1|0|0|109
111|59.5|14.88|37|2|0|1|13|0|109
34|22.0|7.7|42|9|0|1|8|0|73
232|112.0|0.0|36|7|1|1|1|0|38
7|26.0|16.9|28|11|1|1|20|0|113
3|22.0|7.7|37|9|0|1|8|0|23
3|20.0|0.0|36|7|1|1|0|0|109
252|83.0|29.05|62|9|0|1|25|0|3
22|27.0|0.0|60|7|1|1|10|0|119
1|31.0|12.4|118|8|0|1|25|0|52
93|63.0|0.0|36|7|1|1|10|0|86
19|0.0|0.0|24|7|1|1|10|0|129
45|4.84|1.69|48|1|0|1|2|0|73
13|44.0|0.0|36|7|1|1|1|0|59
16|11.0|0.0|35|7|1|1|10|0|109
7|19.8|11.88|29|6|1|1|16|0|73
7|0.93|0.26|48|13|0|1|22|0|109
3|0.0|0.0|39|7|1|1|0|0|109
37|49.5|29.7|46|6|1|1|16|0|3
3|33.0|0.0|36|7|1|1|10|0|113
61|12.0|0.0|36|7|1|1|10|0|119
35|22.0|0.0|36|7|1|1|10|0|82
12|27.0|0.0|36|7|1|1|1|0|119
37|13.0|0.0|36|7|1|1|10|0|52
9|40.0|14.0|33|1|0|1|25|0|23
93|16.0|0.0|23|7|1|1|10|0|20
27|62.0|15.5|30|2|0|1|9|0|109
41|12.0|0.0|36|7|1|1|10|0|95
9|112.0|0.0|36|7|1|1|1|0|63
10|20.0|0.0|56|7|1|1|0|0|109
97|42.0|14.7|52|9|0|1|8|0|95
21|59.4|35.64|31|6|1|1|16|0|41
8|26.0|0.0|36|7|1|1|1|0|73
9|20.0|5.0|44|2|0|1|9|0|109
38|12.0|0.0|36|7|1|1|10|0|95
29|30.0|10.5|43|14|1|0|23|0|119
124|33.5|8.38|49|2|0|1|17|0|109
32|35.0|12.25|33|9|0|1|8|0|52
20|72.0|18.0|26|2|0|1|17|0|109
100|21.0|0.0|47|7|1|1|10|0|53
13|30.0|10.5|70|14|1|0|23|0|119
8|33.0|0.0|51|7|1|1|1|0|134
1|26.0|0.0|59|7|1|1|10|0|129
74|12.0|0.0|36|7|1|1|10|0|95
65|31.0|0.0|36|7|1|1|10|0|73
365|161.0|40.25|32|2|0|1|4|0|109
53|50.0|17.5|34|9|0|1|8|0|113
94|24.0|0.0|42|7|1|1|10|0|53
12|33.0|0.0|36|7|1|1|10|0|23
3|18.0|6.3|33|9|0|1|8|0|134
7|18.0|6.3|69|9|0|1|8|0|73
1|20.0|0.0|36|7|1|1|0|0|18
14|75.0|28.5|48|10|1|1|25|0|128
10|15.0|6.0|38|12|0|1|25|0|16
83|19.0|0.0|28|7|1|1|10|0|63
5|22.0|7.7|34|9|0|1|8|0|116
366|187.85|46.96|38|2|0|1|4|0|109
21|14.0|0.0|38|7|1|1|10|0|63
19|37.0|0.0|36|7|1|1|10|0|52
3|20.0|0.0|29|7|1|1|0|0|53
5|12.0|0.0|50|7|1|1|10|0|95
4|20.0|0.0|44|7|1|1|0|0|73
16|37.0|0.0|36|7|1|1|10|0|52
5|22.0|7.7|55|9|0|1|8|0|49
18|40.0|14.0|57|9|0|1|8|0|23
32|20.0|0.0|43|7|1|1|1|0|73
6|20.0|0.0|36|7|1|1|0|0|18
11|10.0|0.0|34|7|1|1|10|0|134
380|252.85|63.21|34|2|0|1|4|0|109
28|30.0|0.0|36|7|1|1|10|0|59
30|10.0|0.0|54|7|1|1|10|0|119
22|80.0|0.0|24|7|1|1|10|0|25
433|256.2|166.53|47|11|1|1|5|0|129
68|24.0|0.0|36|7|1|1|10|0|59
75|74.4|18.6|25|2|0|1|17|0|109
114|0.0|47.52|49|6|1|1|16|0|3
118|69.3|41.58|50|6|1|1|16|1|111
162|60.0|0.0|36|7|1|1|10|0|57
46|0.0|14.0|53|9|0|1|8|0|23
5|22.0|7.7|67|9|0|1|8|0|49
113|110.0|0.0|36|7|1|1|1|1|38
3|10.0|0.0|35|7|1|1|10|0|109
43|19.8|11.88|45|6|1|1|16|0|73
149|47.5|11.88|29|2|0|1|17|0|109
44|71.0|17.75|37|2|0|1|17|0|109
6|22.0|0.0|36|7|1|1|1|0|119
18|39.6|23.76|54|6|1|1|16|0|59
4|26.0|0.0|42|7|1|1|1|0|82
141|128.7|77.22|38|6|1|1|16|0|86
15|27.0|0.0|36|7|1|1|10|0|109
5|14.0|0.0|36|7|1|1|10|0|53
7|17.55|4.39|34|2|0|1|9|0|109
5|21.0|5.25|37|2|0|1|9|0|109
6|29.7|17.82|46|6|1|1|16|0|119
112|50.0|0.0|36|7|1|1|10|0|23
12|59.0|0.0|36|7|1|1|1|0|52
138|56.0|0.0|36|7|1|1|1|0|63
7|83.0|0.0|36|7|1|1|1|0|49
17|33.0|11.55|37|9|0|1|8|0|119
4|10.0|0.0|32|7|1|1|10|0|109
3|22.0|0.0|36|7|1|1|10|0|134
154|0.0|35.64|31|6|1|1|16|0|89
4|45.0|11.25|63|2|0|1|17|0|109
18|42.0|0.0|36|7|1|1|1|0|116
93|40.0|14.0|25|9|0|1|8|0|63
23|29.7|17.82|29|6|1|1|16|0|73
17|30.0|10.5|58|14|1|0|23|1|73
13|10.0|0.0|36|7|1|1|10|0|73
138|0.0|0.0|36|7|1|1|10|0|34
230|80.0|0.0|36|7|1|1|10|0|26
46|69.3|41.58|26|6|1|1|16|0|3
13|20.0|0.0|63|7|1|1|10|0|116
365|187.85|46.96|39|2|0|1|4|0|109
18|112.0|0.0|36|7|1|1|1|0|128
25|22.5|5.63|34|2|0|1|17|0|109
7|47.0|0.0|36|7|1|1|10|0|52
8|49.5|29.7|31|6|1|1|16|0|111
73|20.0|0.0|36|7|1|1|1|0|95
100|80.0|0.0|36|7|1|1|10|0|37
52|11.0|0.0|36|7|1|1|10|0|63
160|25.0|0.0|36|7|1|1|10|0|84
4|20.0|0.0|35|7|1|1|0|0|73
51|59.4|35.64|26|6|1|1|16|0|3
17|10.0|0.0|36|7|1|1|10|0|53
7|13.0|0.0|58|7|1|1|10|0|95
17|29.5|7.38|29|2|0|1|9|0|109
263|48.0|0.0|36|7|1|1|1|0|49
58|0.0|0.0|30|7|1|1|10|0|129
15|19.8|11.88|53|6|1|1|16|0|38
6|20.0|0.0|46|7|1|1|1|0|73
23|27.0|0.0|35|7|1|1|0|0|59
9|31.0|12.4|118|8|0|1|25|0|52
2|20.0|0.0|35|7|1|1|0|0|23
377|161.0|40.25|59|2|0|1|4|0|109
24|71.0|0.0|36|7|1|1|1|0|134
24|19.8|11.88|60|6|1|1|16|0|73
29|45.0|0.0|45|7|1|1|1|0|20
72|13.0|0.0|36|7|1|1|10|0|103
4|16.0|4.0|63|2|0|1|9|0|109
12|45.0|15.75|27|9|0|1|25|0|59
122|39.6|23.76|47|6|1|1|16|0|86
2|43.0|0.0|35|7|1|1|0|0|119
328|20.0|0.0|36|7|1|1|1|0|119
13|33.0|11.55|48|9|0|1|8|0|53
16|0.0|23.76|31|6|1|1|16|0|55
22|10.0|0.0|58|7|1|1|10|0|129
23|41.0|0.0|35|7|1|1|10|0|119
6|28.0|0.0|32|7|1|1|1|0|119
5|49.0|0.0|49|7|1|1|1|0|23
7|11.0|0.0|36|7|1|1|10|0|134
38|44.0|15.4|25|9|0|1|8|0|23
15|53.0|0.0|36|7|1|1|1|0|3
48|67.0|0.0|36|7|1|1|10|0|38
57|54.0|0.0|36|7|1|1|1|0|59
59|65.0|0.0|36|7|1|1|10|0|112
34|30.0|0.0|36|7|1|1|1|0|23
3|10.0|0.0|36|7|1|1|10|0|134
27|39.6|23.76|59|6|1|1|16|0|3
30|80.0|0.0|34|7|1|1|10|0|129
94|70.0|0.0|36|7|1|1|1|0|41
31|18.0|0.0|36|7|1|1|10|0|119
33|22.0|7.7|42|9|0|1|8|0|53
41|49.5|29.7|27|6|1|1|16|0|86
59|22.0|7.7|78|9|0|1|8|0|73
18|22.0|7.7|49|9|0|1|8|0|119
22|87.0|0.0|36|7|1|1|1|0|57
35|10.0|0.0|32|7|1|1|10|0|73
3|20.0|0.0|36|7|1|1|10|0|109
19|138.6|83.16|44|6|1|1|16|0|3
213|340.8|85.2|24|2|0|1|9|0|109
37|0.0|0.0|36|7|1|1|1|0|59
116|0.0|11.88|31|6|1|1|16|0|112
5|19.8|11.88|31|6|1|1|16|0|59
26|40.0|0.0|35|7|1|1|1|0|134
402|97.0|0.0|31|15|1|0|14|0|109
19|20.0|0.0|36|7|1|1|1|0|119
61|42.0|14.7|54|9|0|1|8|0|95
380|161.0|40.25|27|2|0|1|4|1|109
27|22.0|8.36|48|10|1|1|25|0|53
16|45.0|15.75|29|9|0|1|25|0|59
22|45.0|0.0|36|7|1|1|1|0|49
73|20.0|0.0|36|7|1|1|1|0|73
7|23.0|0.0|36|7|1|1|0|0|109
48|19.8|11.88|31|6|1|1|16|0|85
1|22.0|7.7|54|9|0|1|8|0|23
20|10.0|0.0|46|7|1|1|10|0|49
80|79.2|47.52|31|6|1|1|16|0|3
18|20.0|0.0|39|7|1|1|0|0|73
32|44.0|0.0|36|7|1|1|0|0|59
28|45.0|0.0|28|7|1|1|1|0|23
69|20.0|0.0|43|7|1|1|0|0|119
6|36.0|0.0|28|7|1|1|1|0|49
6|39.6|23.76|63|6|1|1|16|0|73
7|18.0|0.0|36|7|1|1|10|0|119
24|22.0|7.7|52|9|0|1|8|0|73
25|21.0|0.0|36|7|1|1|10|0|52
109|112.0|0.0|36|7|1|1|1|0|128
40|14.0|0.0|36|7|1|1|10|0|82
75|10.04|2.81|48|13|0|1|22|0|109
29|59.4|35.64|44|6|1|1|16|0|3
75|27.0|0.0|36|7|1|1|10|0|3
365|239.5|59.88|32|2|0|1|3|0|109
6|12.0|0.0|30|7|1|1|10|0|73
52|49.5|29.7|30|6|1|1|16|0|20
19|89.1|53.46|43|6|1|1|16|0|86
27|0.0|23.76|29|6|1|1|16|0|3
26|21.0|0.0|36|7|1|1|1|0|95
31|80.0|0.0|36|7|1|1|10|0|115
20|34.0|0.0|36|7|1|1|1|0|116
3|0.0|5.94|54|6|1|1|16|0|73
13|72.75|47.29|37|11|1|1|18|0|128
101|26.0|9.1|70|9|0|1|8|0|23
24|10.0|0.0|25|7|1|1|10|0|109
38|74.0|0.0|36|7|1|1|1|0|109
207|74.0|0.0|36|7|1|1|10|0|26
2|20.0|0.0|36|7|1|1|0|0|52
7|19.0|0.0|36|7|1|1|10|0|109
14|68.0|0.0|36|7|1|1|1|0|95
68|15.0|0.0|36|7|1|1|10|0|95
30|80.0|0.0|36|7|1|1|10|0|59
25|10.0|0.0|24|7|1|1|10|0|119
8|80.0|0.0|36|7|1|1|10|0|59
6|20.0|0.0|36|7|1|1|0|0|23
49|91.0|0.0|36|7|1|1|1|0|41
6|16.0|4.0|51|2|0|1|9|0|109
29|18.0|4.5|35|2|0|1|9|1|109
24|59.4|35.64|31|6|1|1|16|0|95
9|10.0|0.0|25|7|1|1|10|0|53
7|23.0|0.0|36|7|1|1|10|0|119
29|16.0|4.0|31|2|0|1|9|0|109
83|128.0|0.0|69|7|1|1|10|0|63
79|10.0|0.0|28|7|1|1|10|0|82
27|33.0|0.0|36|7|1|1|1|1|134
67|15.0|0.0|36|7|1|1|10|0|73
16|69.0|24.15|48|9|0|1|25|0|52
22|15.0|0.0|36|7|1|1|10|0|53
85|49.0|17.15|43|9|0|1|25|0|60
17|29.7|17.82|33|6|1|1|16|0|73
126|11.0|0.0|51|7|1|1|10|0|129
79|0.0|35.64|41|6|1|1|16|0|59
278|62.0|0.0|32|7|1|1|10|0|20
39|79.2|47.52|42|6|1|1|16|0|3
6|49.5|29.7|39|6|1|1|16|0|3
20|20.0|0.0|35|7|1|1|1|0|134
10|80.0|0.0|36|7|1|1|10|0|63
13|17.0|0.0|36|7|1|1|10|0|23
13|62.0|15.5|42|2|0|1|17|0|109
16|32.0|0.0|36|7|1|1|0|0|23
3|19.0|0.0|31|7|1|1|10|0|95
21|35.25|8.81|27|2|0|1|9|0|109
5|13.5|3.38|27|2|0|1|9|0|109
39|15.0|0.0|36|7|1|1|10|0|49
100|26.0|0.0|36|7|1|1|10|0|74
14|62.0|0.0|49|7|1|1|1|0|116
12|0.0|0.0|25|7|1|1|10|0|59
12|20.0|0.0|36|7|1|1|0|0|109
33|39.6|23.76|33|6|1|1|16|0|97
10|53.0|0.0|30|7|1|1|0|0|129
12|10.0|0.0|36|7|1|1|10|0|95
2|12.0|0.0|36|7|1|1|10|0|109
2|11.0|0.0|36|7|1|1|10|0|82
15|0.0|23.76|41|6|1|1|16|0|119
9|56.0|0.0|36|7|1|1|1|0|23
2|38.0|0.0|36|7|1|1|10|0|63
14|39.0|0.0|36|7|1|1|1|0|59
81|28.0|0.0|36|7|1|1|10|0|109
71|112.0|0.0|36|7|1|1|1|0|128
4|22.5|5.63|61|2|0|1|17|0|109
6|18.0|6.3|61|9|0|1|8|0|53
2|51.0|0.0|27|7|1|1|10|0|119
6|32.0|0.0|36|7|1|1|1|0|18
22|48.0|0.0|36|7|1|1|1|0|109
30|25.0|0.0|59|7|1|1|1|0|119
4|18.5|4.63|30|2|0|1|17|0|109
249|58.0|19.14|63|4|1|0|15|0|119
44|42.0|0.0|36|7|1|1|10|0|3
119|10.0|0.0|21|7|1|1|10|0|119
58|39.6|23.76|31|6|1|1|16|0|3
65|50.0|0.0|36|7|1|1|1|0|59
28|10.0|0.0|54|7|1|1|10|0|49
28|20.0|0.0|36|7|1|1|0|0|23
30|49.5|29.7|31|6|1|1|16|0|3
19|18.0|6.3|52|9|0|1|8|0|53
2|11.0|0.0|43|7|1|1|10|0|134
254|23.0|9.2|46|12|0|1|25|0|16
111|25.0|0.0|36|7|1|1|1|0|95
16|10.0|0.0|29|7|1|1|10|0|73
33|66.0|0.0|36|7|1|1|1|0|119
152|24.0|0.0|40|7|1|1|1|0|53
110|178.2|106.92|64|6|1|1|16|0|57
14|81.0|0.0|36|7|1|1|1|0|38
77|43.55|10.89|25|2|0|1|17|0|109
27|26.0|0.0|36|7|1|1|10|0|119
5|22.0|0.0|47|7|1|1|0|0|109
92|20.0|0.0|36|7|1|1|10|0|53
9|30.0|10.5|37|9|0|1|8|0|95
8|18.0|6.3|25|9|0|1|8|0|53
38|20.0|0.0|36|7|1|1|1|0|119
84|15.0|0.0|36|7|1|1|10|0|49
8|27.0|6.75|53|2|0|1|9|0|109
419|278.85|69.71|22|2|0|1|3|0|109
20|0.71|0.2|48|13|0|1|22|0|109
29|42.0|0.0|36|7|1|1|1|0|59
36|25.0|0.0|36|7|1|1|10|0|52
101|26.0|0.0|36|7|1|1|10|0|52
39|22.0|7.7|28|9|0|1|8|0|116
67|35.0|12.25|45|9|0|1|8|0|23
59|112.0|0.0|36|7|1|1|1|0|57
41|10.0|0.0|36|7|1|1|10|0|73
5|18.0|6.3|60|9|0|1|8|0|53
28|25.0|0.0|36|7|1|1|10|0|116
43|39.0|0.0|35|7|1|1|10|0|59
9|33.0|0.0|36|7|1|1|10|0|109
122|20.0|0.0|36|7|1|1|1|0|73
11|24.0|0.0|36|7|1|1|10|0|119
27|0.0|29.7|48|6|1|1|16|0|59
204|27.0|0.0|36|7|1|1|10|0|63
59|160.5|40.13|28|2|0|1|13|0|109
28|30.0|10.5|54|14|1|0|23|0|119
7|29.0|0.0|39|7|1|1|1|0|73
84|20.0|0.0|35|7|1|1|1|0|134
32|27.0|0.0|57|7|1|1|1|0|129
2|13.5|3.38|48|2|0|1|9|0|109
17|112.0|0.0|32|7|1|1|1|0|129
33|100.0|40.0|118|8|0|1|25|0|52
12|99.0|59.4|55|6|1|1|16|0|63
69|10.0|0.0|36|7|1|1|10|0|109
23|25.0|0.0|36|7|1|1|0|0|73
10|23.5|5.88|22|2|0|1|9|0|109
4|22.0|7.7|33|9|0|1|8|0|23
9|14.0|0.0|36|7|1|1|10|0|23
38|1.67|0.47|48|13|0|1|22|0|109
57|50.0|17.5|32|9|0|1|8|0|23
11|20.0|0.0|36|7|1|1|10|0|134
55|28.0|0.0|36|7|1|1|1|0|23
104|35.0|12.25|55|9|0|1|8|0|23
8|20.0|0.0|36|7|1|1|0|0|7
21|26.5|17.23|64|11|1|1|20|0|23
0|35.25|22.91|24|11|1|1|18|0|52
80|101.0|0.0|36|7|1|1|1|0|29
13|18.0|4.5|28|2|0|1|9|0|109
7|0.0|0.0|36|7|1|1|10|0|109
22|0.0|0.0|36|7|1|1|10|0|85
24|63.5|41.27|24|11|1|1|20|0|57
122|68.0|0.0|36|7|1|1|10|0|38
8|44.0|0.0|36|7|1|1|1|0|49
15|20.0|0.0|36|7|1|1|1|0|119
43|20.0|0.0|36|7|1|1|1|0|49
50|33.0|0.0|36|7|1|1|10|0|23
37|71.0|0.0|36|7|1|1|10|0|128
9|79.2|47.52|36|6|1|1|16|0|128
11|27.0|6.75|37|2|0|1|9|1|109
51|37.0|0.0|36|7|1|1|1|0|113
12|28.0|0.0|36|7|1|1|10|0|23
10|59.4|35.64|70|6|1|1|16|0|95
127|24.0|0.0|36|7|1|1|1|0|95
275|43.0|0.0|36|7|1|1|1|0|3
68|10.0|0.0|36|7|1|1|10|0|95
26|112.0|0.0|36|7|1|1|1|0|86
21|20.0|0.0|30|7|1|1|1|0|119
4|11.5|2.88|70|2|0|1|9|0|109
94|17.0|0.0|36|7|1|1|10|0|59
39|20.0|0.0|29|7|1|1|1|0|73
66|29.0|0.0|36|7|1|1|1|0|23
4|29.0|0.0|36|7|1|1|1|0|18
127|80.0|0.0|36|7|1|1|10|0|112
8|22.0|0.0|36|7|1|1|10|0|95
8|24.0|0.0|36|7|1|1|10|0|73
25|71.0|0.0|36|7|1|1|1|0|3
17|15.0|0.0|36|7|1|1|10|0|95
19|24.0|6.0|28|2|0|1|9|0|109
15|14.0|0.0|36|7|1|1|10|0|73
74|104.0|36.4|36|9|0|1|8|0|119
6|22.5|5.63|56|2|0|1|17|1|109
365|259.2|64.8|37|2|0|1|4|0|109
7|0.0|17.82|49|6|1|1|16|0|129
65|80.0|0.0|66|7|1|1|10|0|129
199|50.0|0.0|36|7|1|1|1|0|59
36|22.0|7.7|23|9|0|1|8|0|3
23|0.0|0.0|57|7|1|1|1|0|109
8|21.0|0.0|36|7|1|1|10|0|95
11|58.2|14.55|46|2|0|1|17|0|109
7|20.8|5.2|29|2|0|1|9|0|109
27|20.0|0.0|36|7|1|1|1|0|95
1|20.0|0.0|36|7|1|1|0|0|119
30|20.0|0.0|36|7|1|1|0|0|109
8|30.0|0.0|36|7|1|1|1|0|95
139|69.3|41.58|24|6|1|1|16|0|59
26|41.0|0.0|36|7|1|1|1|0|116
12|27.0|6.75|35|2|0|1|9|0|109
18|18.0|6.3|53|9|0|1|8|0|119
372|193.2|48.3|46|2|0|1|4|0|109
28|25.0|0.0|36|7|1|1|1|0|73
10|22.0|0.0|36|7|1|1|1|0|23
90|109.0|38.15|30|9|0|1|25|0|38
40|78.0|0.0|36|7|1|1|1|0|128
105|45.0|15.75|19|9|0|1|25|1|63
15|22.1|5.53|28|2|0|1|9|0|109
5|18.0|4.5|36|2|0|1|9|0|109
5|80.0|0.0|28|7|1|1|10|0|129
20|58.0|19.14|65|4|1|0|15|0|119
26|148.5|89.1|31|6|1|1|16|0|115
14|95.0|0.0|36|7|1|1|1|0|52
6|39.0|15.6|118|8|0|1|25|0|52
283|37.0|0.0|36|7|1|1|1|0|116
65|35.0|12.25|55|9|0|1|8|0|116
20|65.0|0.0|48|7|1|1|1|0|129
2|20.0|0.0|31|7|1|1|0|0|109
15|15.0|0.0|36|7|1|1|10|0|134
1|18.0|6.3|51|9|0|1|8|0|73
21|20.0|0.0|33|7|1|1|1|0|119
19|99.0|59.4|31|6|1|1|16|0|128
106|69.3|41.58|53|6|1|1|16|0|20
27|20.0|0.0|41|7|1|1|1|0|119
28|72.0|18.0|32|2|0|1|9|0|109
104|20.0|0.0|36|7|1|1|1|0|82
10|23.0|5.75|30|2|0|1|9|0|109
25|49.5|29.7|33|6|1|1|16|0|3
25|26.0|9.1|50|9|0|1|8|0|52
3|50.0|0.0|36|7|1|1|0|0|119
65|36.0|0.0|36|7|1|1|0|0|3
9|30.0|10.5|72|14|1|0|23|0|119
11|1.29|0.36|48|13|0|1|22|0|109
6|47.0|0.0|36|7|1|1|1|0|119
32|12.0|0.0|23|7|1|1|10|0|109
11|20.0|0.0|36|7|1|1|1|0|119
19|24.0|0.0|36|7|1|1|1|0|49
18|28.0|0.0|36|7|1|1|10|0|66
15|10.0|0.0|45|7|1|1|10|0|53
6|44.0|0.0|41|7|1|1|1|0|53
70|80.0|0.0|34|7|1|1|10|0|129
2|41.0|0.0|36|7|1|1|10|0|23
3|20.0|0.0|27|7|1|1|0|0|53
27|80.5|20.13|38|2|0|1|9|0|109
227|59.25|16.61|48|13|0|1|22|0|109
41|20.0|0.0|36|7|1|1|1|0|119
2|20.0|0.0|36|7|1|1|0|0|53
18|47.5|11.88|39|2|0|1|17|0|109
8|45.0|15.75|36|9|0|1|25|0|23
12|36.0|0.0|36|7|1|1|1|0|23
17|29.7|17.82|36|6|1|1|16|0|73
47|10.0|0.0|19|7|1|1|10|0|73
8|30.0|10.5|57|14|1|0|23|0|119
18|32.4|8.1|25|2|0|1|9|0|109
125|0.0|29.05|61|9|0|1|25|0|86
31|80.0|0.0|46|7|1|1|10|0|129
10|35.0|12.25|33|9|0|1|8|0|23
11|22.0|7.7|40|9|0|1|8|0|49
8|45.0|0.0|36|7|1|1|10|0|84
4|80.0|0.0|36|7|1|1|10|0|59
23|60.0|0.0|36|7|1|1|10|0|23
69|10.0|0.0|44|7|1|1|10|0|119
8|19.2|4.8|29|2|0|1|9|0|109
1|18.0|6.3|54|9|0|1|8|0|53
12|16.0|0.0|36|7|1|1|10|0|119
7|69.3|41.58|31|6|1|1|16|0|129
9|3.43|1.2|48|1|0|1|2|0|95
39|25.0|0.0|55|7|1|1|10|0|73
4|38.0|0.0|36|7|1|1|10|0|73
8|37.0|9.25|28|2|0|1|17|1|109
19|10.0|0.0|50|7|1|1|10|0|73
37|0.0|0.0|44|7|1|1|1|0|129
369|259.2|64.8|23|2|0|1|4|0|109
2|57.0|0.0|36|7|1|1|0|0|23
24|13.0|0.0|36|7|1|1|10|0|53
38|22.0|7.7|43|9|0|1|8|0|119
87|39.6|23.76|33|6|1|1|16|0|3
27|67.0|43.55|45|11|1|1|18|0|115
30|9.9|5.94|58|6|1|1|16|0|112
1|80.0|0.0|36|7|1|1|10|0|49
1|10.0|0.0|35|7|1|1|10|0|18
3|19.8|11.88|49|6|1|1|16|0|73
9|14.0|0.0|36|7|1|1|10|0|18
12|18.0|6.3|54|9|0|1|8|0|53
3|23.0|5.75|28|2|0|1|9|0|109
6|25.0|0.0|64|7|1|1|10|0|119
365|187.85|46.96|46|2|0|1|4|1|109
7|22.0|7.7|46|9|0|1|8|0|119
10|17.55|4.39|44|2|0|1|9|0|109
15|22.0|7.7|47|9|0|1|8|0|119
15|80.0|0.0|36|7|1|1|1|0|52
45|18.0|0.0|36|7|1|1|10|0|53
25|24.0|0.0|36|7|1|1|0|0|63
14|36.0|12.6|55|9|0|1|25|0|49
24|29.0|0.0|36|7|1|1|1|0|112
35|43.0|0.0|36|7|1|1|1|0|23
19|20.0|0.0|36|7|1|1|0|0|53
2|20.0|0.0|35|7|1|1|0|0|134
10|53.25|13.31|34|2|0|1|9|0|109
244|80.0|0.0|36|7|1|1|10|0|115
4|18.0|6.3|45|9|0|1|8|0|73
116|36.0|0.0|36|7|1|1|1|0|23
28|60.0|15.0|70|2|0|1|9|0|109
22|35.0|12.25|49|9|0|1|8|0|49
69|59.4|35.64|41|6|1|1|16|0|3
4|10.0|0.0|37|7|1|1|10|0|109
49|12.0|0.0|53|7|1|1|10|0|109
36|68.5|17.13|60|2|0|1|9|0|109
55|0.0|29.7|31|6|1|1|16|0|73
8|43.55|10.89|60|2|0|1|17|0|109
48|92.0|0.0|31|7|1|1|1|0|52
7|16.0|4.0|33|2|0|1|9|0|109
12|27.0|0.0|36|7|1|1|1|0|95
39|18.0|6.3|29|9|0|1|8|0|82
0|2.86|0.8|48|13|0|1|22|0|109
3|3.62|1.27|48|1|0|1|2|0|95
4|19.8|11.88|39|6|1|1|16|0|73
18|10.0|0.0|51|7|1|1|10|0|53
9|26.0|9.1|46|9|0|1|8|0|23
3|20.0|0.0|36|7|1|1|1|0|82
17|69.3|41.58|38|6|1|1|16|0|116
5|39.6|23.76|31|6|1|1|16|0|38
237|56.0|0.0|36|7|1|1|10|0|63
38|49.0|17.15|24|9|0|1|8|0|75
10|20.0|0.0|29|7|1|1|1|0|119
8|10.0|0.0|36|7|1|1|10|0|82
28|37.0|0.0|36|7|1|1|0|0|109
18|69.3|41.58|31|6|1|1|16|0|29
5|10.0|0.0|36|7|1|1|10|0|18
98|20.0|0.0|36|7|1|1|1|0|49
92|38.0|0.0|36|7|1|1|1|0|73
5|22.0|7.7|36|9|0|1|8|0|23
90|111.0|0.0|36|7|1|1|1|0|41
11|9.9|5.94|31|6|1|1|16|0|3
23|76.0|0.0|36|7|1|1|10|0|59
37|80.0|0.0|36|7|1|1|10|0|4
3|20.0|0.0|40|7|1|1|1|0|73
11|18.0|6.3|27|9|0|1|8|0|82
26|91.0|0.0|36|7|1|1|1|0|128
34|25.0|0.0|30|7|1|1|10|0|73
70|13.0|0.0|36|7|1|1|10|0|95
108|26.0|9.1|30|9|0|1|8|0|3
364|216.0|54.0|50|2|0|1|4|0|109
42|13.0|0.0|36|7|1|1|10|0|95
65|35.0|12.25|22|9|0|1|8|0|63
13|20.0|5.0|30|2|0|1|9|0|109
64|69.0|24.15|21|9|0|1|25|0|23
20|64.0|0.0|36|7|1|1|1|0|3
5|21.0|5.25|41|2|0|1|9|0|109
2|12.0|0.0|36|7|1|1|10|0|23
373|216.0|54.0|17|2|0|1|4|0|109
28|12.0|0.0|36|7|1|1|10|0|52
32|63.0|22.05|48|9|0|1|8|0|23
2|20.0|0.0|36|7|1|1|0|0|119
20|45.0|15.75|18|9|0|1|25|0|63
45|45.0|0.0|71|7|1|1|10|0|119
85|59.4|35.64|61|6|1|1|16|1|51
5|22.0|7.7|54|9|0|1|8|0|119
6|29.7|17.82|43|6|1|1|16|0|73
78|30.0|10.5|37|9|0|1|8|0|53
8|39.0|9.75|26|2|0|1|17|0|109
6|19.8|11.88|39|6|1|1|16|0|73
